web-scraper-order,web-scraper-start-url,restaurant_link,restaurant_link-href,next_page,review,rating
"1666666728-2956","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Amazing salad place. 

The decor is pink and very cute, it's filled with fresh flowers and very welcoming. 

We ordered 3 kinds of salads, and honestly all were great. I don't like salad in general, but this place changed my mind about it. Unlike salad bars stateside, the bowl was full and the dressing was light and flavorful. My favorite was the one with fake chicken, the balsamic based sauce was sweet and tangy, paired well with the mango bits and walnuts. The fake chicken was just like the real thing.","5 star rating"
"1666666728-2957","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Are the salads expensive? Yes. Was it one of the best salads I've ever had? Absolute yes. 

If you're craving vegetables or just want something healthy, stop by Mandy's. You won't regret it. It's not a five star dining experience, and yes you may feel like you're overpaying, but I delighted in every bite and to this day I don't regret my dining experience there.","5 star rating"
"1666666728-2958","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","I can't stop coming back here for lunch. My favorite salad is the Endless summer -without pomegranate seeds as I don't like the texture. 
The mock chicken is really good but I prefer it on the side so it's not soggy and incorporate it into the salad as I go. 

The vegan cookies are chunky and moist and have a little bit of ""raw cookie dough"" feel to it. They are perfect.","5 star rating"
"1666666728-2959","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Loved the salad selection! You can chose your protein & get the salad dressed or drsg on the side. Order at the counter, get your # & have a seat; they will bring the food to you.","5 star rating"
"1666666728-2960","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","When you possibly tire of Pizza and Poutine in this eclectic Old Port there is an excellent salad spot on Rue St Nick. I ordered the ""Wolfe"", full of goodies like kale, quinoa and so much more I dove deep to finish the large bowl. The only place I found that makes salad a complete meal. Also glad to hear no plastic is used and compostables are used as to go containers. Did you know some parts of Canada forbid food waste in the landfill?! Tres Bien!","5 star rating"
"1666666728-2961","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Very good salad place. With a variety of different options, I definitely recommend this place if you are a salad fan. They do have 3 options for kids salads but that's it. They have a few pastries but it's mainly delicious salad. I will say the chips aren't Mexican style chips, there more like Stacy's chips. It's is also a very good place to take pictures. It's very aesthetic!!","5 star rating"
"1666666728-2962","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Such a cute spot for a hearty bowl of salad. I dined alone and noticed others were also eating alone so it didn't feel awkward or uncomfortable as I had initially thought it might be. No one seemed to be rushing, they were just sitting and enjoying their salad. There was a nice relaxing vibe to this Mandy's location. There were some tables situated outside for anyone who wanted to enjoy the sunshine, but it was a bit too warm for my liking. I had walked by a different Mandy's location near the Bay earlier and it was a much smaller shop that had no indoor seating. The ambience and aesthetic of this location was elite. I would definitely come back again.","5 star rating"
"1666666728-2963","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Eclectic and cozy hangout. Great spot to have lunch or grab a mid afternoon coffee and read your favourite book. Salads are huge and so flavourful. Highly recommend the Tokyo chopped salad.","4 star rating"
"1666666728-2964","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","There is an art form to keeping it simple. We were definitely hungry, but did not want a heavy meal that was going to make us lethargic. Answer is Mandy's! So fresh and delicious, it is everything we were looking for. Some unique ingredients make a simple salad pop to life with excitement! Thank you for the pleasant surprise!","5 star rating"
"1666666728-2965","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Great affordable salads and great service. The dressings are very flavorful and not too heavy. The duck in the hoisin duck salad was delicious and packed with flavor.","5 star rating"
"1666666728-2966","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","My wife (the cardiac rehab nurse) waited several weeks to exact her revenge for my last poutine outing, dragging me kicking and screaming to a salad place for lunch. My expectations were low, even after entering a very nice looking, if somewhat overly feminine, dining space. The salad menu is huge and it took me several minutes to narrow my choice down to a Mexican salad with grilled chicken. Sigh, at least Brit & Chips is around the corner if this doesn't go well...

Hmm, the salad was excellent! Lots of fresh ingredients and a clearly homemade and tasty vinaigrette. The salad was dressed perfectly with just the right amount of dressing, I honestly can't imagine getting a better salad experience. 

Fellow Yelpers, you know I'm not much of a salad eater, but in the interest of karmic balance I will try to eat one for every trip I make to the poutine place. And if I must eat salad, it will be at Mandy's.","5 star rating"
"1666666728-2967","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Excellent Mandy's location! 

Lots of seating in a gorgeous environment. We came around lunch and were pleased to see that there was no line. I ordered off the mvp menu (the spicy tuna salad 20.99). We sat and quickly received our meals. Service was quick and friendly. The salad is huge and was super fresh. A bit light on the dressing but I prefer that than overly dressed salads because you can always ask for more! 

It's expensive but high quality and perfect for the salad mood. Yum!","5 star rating"
"1666666728-2968","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Such a lovely place. Pinterest paradise!!!!

Salads are amazing. 
When I went today it was still closed since we are still during the Covid shutdown of restaurants (so sad by the way) for restaurants and for foodies such has us! 
Please reopen them fast!

Anyways, I was happy that it was open on a sunday night and that there was many clients. 

I will come back many times and can't wait for them to reopen.","5 star rating"
"1666666728-2969","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","They make a pretty good gourmet salad with a lot of options.  The menu is stacked, there are a bunch of extras and you can tweak your dressing however you want.  They also deserve a lot of credit for their mobile app so you can order ahead of time.

Victime de leur propre succès, le temps d'attente peut être un peu long pour les walk-ins.","4 star rating"
"1666666728-2970","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","This has got to be the cutest place in Old Port! I absolutely love the decor, the vibe and the menu of course! I went there to pick up  lunch for me and some coworkers but as soon as I got in I regretted we had to come back because the place is ADORABLE. 

I also love that they have a mini store section where you can wonder around while you wait for your food. 

The menu is amazing if you want to get something healthy but sttill creative and tasty. Their cookies are also really good! 

If you work around this area do yourself a favour and take your lunch break at this Mandy's. It's such a relaxing spot with all the plants and big space!

The service is also really good, all the staff was super friendly and we all left thinking we should definnitely come back for an actual lunch at the place!","5 star rating"
"1666666728-2971","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Mandy's is a stylish restaurant and store in Old Montreal specializing in salads and lighter food. However, we stopped in for dessert and their chocolate chip cookie is AMAZING! We walked away with two and have no regrets.","4 star rating"
"1666666728-2972","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Mandy is exactly what I need in my life, big healthy fun salads! This place is all about the details... if you're big on a fun feminine ambiance than you will enjoy the look of Mandy's old port location. I ordered the Endless Summer salad, portion was huge and ingredients were fresh. I loved my salad so much that I purchased a copy of the Mandy's cookbook before I left so that I am able to recreate this healthy delicious meal at home!","5 star rating"
"1666666728-2973","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Each one of their locations is beautiful but this one is spectacular ( the pictures don't do justice). 

Located in the heart of old port and very spacious which makes it very practical for lunch. The menu is extensive so there is a variety of items to pick from. 

I ordered a customized salad which really good!  I also shared their cookie, truffle and brownie which was absolutely delicious!

The service was wonderful and I will definitely be back. In the summer there is also a patio. 

If you're a local or visiting you must visit this location, you will thank me :-)

Ps: congrats Mandy and Rebecca!","5 star rating"
"1666666728-2974","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Amazing place to check out if you love eating salads with a gold fork in a chic & fun environment. If your looking for a cool Instagram photo, this is the place to come. I think everyone (including myself) had their phones out taking photos of their meals & the store itself. Its just too cute!

I ordered ""the fave"" and the hubby had the lumberjack salad. While mine was light and tasty, I preferred his garlic-y dressing to my lime vinaigrette. 

Ordering can be a tad slow at the cash if you get stuck behind the wrong people, but once ordering, service is pretty quick, and we must have had our salads at least 5 minutes after ordering our meals. 

Will be back next time that I am in Montreal.","4 star rating"
"1666666728-2975","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","The Mexican bowl had some grit in it either due to spinach leaves or cilantro.  Otherwise, the salad was very fresh, satisfying and tasty.  I managed about half of it as I was at a work lunch but couldn't deal with the sand.  So after my lunch guest left, I went back to the counter to explain the situation. They were more than happy to give me a credit to a free bowl of salad. 

So I went back the same week and claimed my free bowl.  They were so cool to offer me any choice of salad bowl and recommended the most expensive salads, the QAISER SALAD ($18.99),  even though I only had the humble Mexican bowl ($12.99).  I've had the QAISER SALAD another time after that on my own dime because it's about as hearty as vegetarian salads can get!  I love the savory mock Shish Taouk chicken. 

For that reason and that the salads are legit tasty, I'm a fan :)","5 star rating"
"1666666728-2976","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Another great place in old montreal. This is there 4th location in montreal. Love the ambiance and lots of space. They are known for great juices and salads. The system is great, order at the cash and get a seat number. Sit and wait for ur meal :) the wait time was good and what makes this perfect is u don't wait for ur bill. Just leave when ur done! 
I like the decor and layout.
I ordered the Superfood Salad served with a house dressing. The house dressing is amazing and the salad is packed with flavour. It's one of the more filling salads on the menu.. well as filling as salad can be ;) 
I had a lunch meeting there and apparently I wasn't the only one. So it's a great spot for a one one one business or friendly meeting. 
Defiantly going back...","5 star rating"
"1666666728-2977","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","If the striped umbrellas, checkered floor, or plentiful plants weren't enough to convince me that Mandy's is spectacular (although let's be honest, that was enough), the incredibly personal and enthusiastic customer service will do it! 

The moment I walked into Mandy's, a lovely human greeted me and asked me if I'd been before and even showed me the menu, answered my questions, and recommended some salads for me. 

In the front of the store they sell salad dressings and loads of beverages and snack foods. 

LA CROIX FANS REJOICE: THEY SELL LA CROIX HERE 

I ordered the Mexi Salad with mock chicken. I believe it is mushroom based, or at least that's what my amateur veg taste buds told me. It was delicious!! They bring it to you and while you wait you are surrounded by cute table decor and a stunning view of old montreal. The salad was huge! I was super grateful for that because I'm the kind of girl who does not settle for small salads. #bigsalads #seinfeld 

I had a lovely experience and will definitely be back to try other salads. I was so impressed by the environment and friendliness of staff. It helped that the food was yummy as well! The holy trinity of a good restaurant experience! 

Also, I swear I don't usually do this, but I took a picture in the bathroom stall, because EVEN THE BATHROOMS ARE CUTE, DAMMIT!","5 star rating"
"1666666728-2978","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Super cute soup and salad place. Definitely perfect for brunch with some girlfriends! There is a cherry blossom tree in the middle of the restaurant where you can take cute photos with your friends and your food. There is also a station where you can serve yourself some water. Everything tasted really fresh and delicious. If you want something healthier and you are in Old Montreal, you should consider coming by here!","4 star rating"
"1666666728-2979","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","I have been here twice now while in town for work. I went once at lunch and ordered a wonderful Mexican Salad and added roasted Chicken and then I went back for dinner and ordered a Thai Coconut Soup to go. Both were simply delicious.","5 star rating"
"1666666728-2980","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","I've only been to the Mandy's on St. Catherine but this was a different level of cute, meets salad bar. It reminded me a lot of a breakfast at Tiffany's kind of feel. I felt underdressed! The  menu at first isn't obvious since it's not listed in the back. I had to ask the server who handed us a menu. There was a variety of soups and salads. The wild sage salad was so good with goat cheese, figs, sweet potatoes as some of the ingredient. The price is not cheap but totally worth it for the environment. I still can't get over the fresh flowers. Such a cute date spot!!","5 star rating"
"1666666728-2981","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","A fantastic spot for salad. They're Asian Salad is delicious and light, and it include avocado. Found this my first time and have gotten each time I've been back since.  The atmosphere is great. Order and the counter, and dine in or take out. We prefer to dine in since the place is so quaint.

Love it!","5 star rating"
"1666666728-2982","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","I don't often go to the old port these days, but I was there last weekend with my cousin and we were looking for a light lunch. And then I remembered that Mandy's had opened a new location in the area (thanks, La Presse!). The location is kind of hidden; I think there's still some renovation on the street and the sign wasn't super visible either.

Once you get inside, you're hit with the wow factor of this place. It's really beautiful and photogenic. You can tell they've put a lot of thought into it. However, the salads are also worth it, in my opinion. I had the Habibi salad ($13.25). Filling and delicious. My cousin had the Tokyo salad ($12.75) and also enjoyed hers quite a bit. Attentive service. All in all, I had a really nice time here. But do expect to pay more than any other counter restaurant that serves salads.","4 star rating"
"1666666728-2983","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Had the family in here for dinner. Super fresh ingredients and interesting, original choices. 

I ordered the Seoul Bowl, which was very tasty and original. I really liked the sauce that came with it. It took a good taste and took it over the top. I'd highly recommend.

My wife had the Mexican salad, which I'd also recommend. The romaine lettuce in this dish was very tasty, and I liked the cilantro/cumin vinaigrette dressing that came with it.

The kids shared the lumberjack salad. To me, this one was seriously lacking in flavor. There just wasn't anything there that differentiates it from any other chain restaurant's salad. The Caesar dressing didn't do much for it, and it simply lacked a lot of flavor.

But, overall, we had a great experience in a very pleasant environment. Additionally, the employees were very helpful and present. I'd go back.","4 star rating"
"1666666728-2984","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Landed in Montreal yesterday, hungry and exhausted...my boyfriend found this place through a Yelp review and we started walking. It was a little far from our hotel, so I was crabby and complaining the whole walk over. 

We arrive, and it's an adorable place with super cute decor and a very friendly staff. I ordered rice noodles with peanut butter tempeh and Tamari sauce. Wow. Wow. And WOWWWW. It was so absolutely delicious that we're going back there RIGHT NOW. I can't get enough.

My boyfriend's Lumberjack salad was gigantic and absolutely perfect!

And the huge chocolate chip cookie I grabbed to save for dessert got devoured on the walk home...it was one of the best I've ever eaten. 

I wish I had a third thumb to rate this place THREE THUMBS UP!!","5 star rating"
"1666666728-2985","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Adorable little place with cute salads but it is a bit overpriced highly recommend getting Mandy's signature dressing","4 star rating"
"1666666728-2986","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Soooo cool. I don't want to be sexist but I'd say Mandy's is probably more feminine than male. I mean I would recommend it to my girl friends and maybe not so much to guys. The wifi password was UNICORN, you see? There are pretty flowers on the tables and the menu consists of countless healthy salads. I loved it all. Although... maybe the pink couch in the corner is a bit much ^^ 
The music is cool too and it's spacious so I felt comfortable staying much longer than I needed for finishing my soy latte a yummy choc chip cookie (which was served on a tile! Heavy but cool).
I'll come again and report to you how I ate my way through the salad bowls.","4 star rating"
"1666666728-2987","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","We came across Mandy's while walking through the streets of Old Montreal.
It's a lovely airy space with black and white checkered floor tiles, white washed beams and family photos decorating the walls. Friendly staff greets you at the ordering counter and your meal is brought to your table. Want a delicious salad? Mandy's is the place! A wide variety of green salad bowls and rice bowls are offered. We loved Mandy's.","5 star rating"
"1666666728-2988","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Amazing! I wish I had this close to home!

We got the Mexican and Habibi salad & for my 5 year old I got the brown rice bowl with beans and olive oil with tofu and broccoli. Absolutely perfect! No need to add anything to enhance any flavors! 

Who would've thought on vacation in Montreal staying at old Port I would be able to find a healthy vegetarian friendly place where the salad is really a meal? Usually this neighborhood is full of either very good upscale restaurants or tourist traps. Thank you Mandy's!","5 star rating"
"1666666728-2989","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","This place is a youth, hip place with a lot of energy during the lunch rush!!!  The Teriyaki Bowl is AWESOME!!","5 star rating"
"1666666728-2990","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Such a cute spot with delicious salads & bowls!! Great vegan options like mock chicken, tempeh, & tofu! Also, the adorable (dog friendly) patio is great! Only suggestion would be adding some vegan desserts:)","5 star rating"
"1666666728-2991","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Great salad, the restaurant is absolutely adorable and cozy.  Split the lumberjack salad and guacamole and chips. Perfect light dinner.","5 star rating"
"1666666728-2992","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","So basic... and so expensive...
Really bad service... the kids that work there just dont care...","3 star rating"
"1666666728-2993","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Excellent La Wolfe salad and very helpful employees.  Guacamole and chips were also very good.  Fun environment.","5 star rating"
"1666666728-2994","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Really cute restaurant with chic minimalist aesthetics decorating the entire space. Friendly and fast service. Good food too! We ordered the Asian Salad ($10.49) and the Tokyo Salad ($12.75) and would definitely get them again. Both salads were very tasty and filling. The smoothies were tasty too.","5 star rating"
"1666666728-2995","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","At least the lettuce was fresh. Otherwise worst COBB salad EVER.
No egg. No avocado. No corn. Just over priced lettuce. I would never go back or recommend.","1 star rating"
"1666666728-2996","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Salads taste great!
But, easily made at home for 1/4 the price.
And the lettuce was a little wilted.
Good atmosphere.","3 star rating"
"1666666728-2997","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Order your salad from the app and you'll skip the waiting line and just go pick up your order. Be sure to note there's a 20 min process time so order before geting to the restaurant. Fresh produce, always a pleasure to make up my own creation.","5 star rating"
"1666666728-2998","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Had a bowl and it was really really good and fresh. It's nice to have a break from all the fatty French Canadian food and get something healthy. The spot is super trendy and cool on the inside. It's attracts an upscale crowd as well, a lot of people dressed nice and in suits.","5 star rating"
"1666666728-2999","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","My wife and I went here for dinner one night after three days of eating delicious fattening food. We both ordered salad and a bottle of wine and it was prefect. We finished up with a chocolate chip cookie for dessert and it was amazing. The interior is really cool and the service is impeccable.","5 star rating"
"1666666728-3000","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=120","Mandy’s","https://www.yelp.ca/biz/mandys-montr%C3%A9al?osq=thai+food","","Stopped after yoga to have lunch and was so pleased with the generous size and all the healthy, creative ingredients in their salads!!  Deli style in that you order at the counter, and pick your beverage from coolers... unless ordering a smoothie and such . I had a hard time choosing so many items sounded good, but was very pleased with my choice in the SuperFood Salad.  Also I had a kombucha, and was impressed with all the healthy beverage choices as well.. I was confused by all the candy their shop was selling retail,  when the rest of the menu Seemed to Prioritize healthy eating.","5 star rating"
